country,year,total aviation passenger,total aviation freight,total domestic aviation passenger,total international aviation passenger,total domestic aviation freight,total international aviation freight,total domestic aviation,total international aviation,total domestic navigation,total international navigation
BE,1992,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,1993,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,1994,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,1995,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,1996,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,1997,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,1998,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,1999,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,2000,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,2001,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,2002,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,2003,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,2004,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,2005,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,2006,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,2007,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,2008,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,2009,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,2010,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,2011,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,2012,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,2013,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,2014,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,2015,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,2016,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,2017,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,2018,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,2019,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,2020,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BE,2021,0.8188925895094757,0.18110741049052426,0.0,0.8188925895094757,0.04342038017207422,0.13768703031845003,0.04342038017207422,0.9565796201810721,0.015081481951243017,0.984918518048757
BG,1990,0.9894557218710546,0.010544278128945378,0.02937123070082027,0.9600844911702344,0.008816203444304165,0.001728074684641215,0.03818743414512443,0.9618125658548755,0.5155993536726339,0.48440064632736607
BG,1991,0.9894557218710546,0.010544278128945378,0.02937123070082027,0.9600844911702344,0.008816203444304165,0.001728074684641215,0.03818743414512443,0.9618125658548755,0.5155993536726339,0.48440064632736607
BG,1992,0.9894557218710546,0.010544278128945378,0.02937123070082027,0.9600844911702344,0.008816203444304165,0.001728074684641215,0.03818743414512443,0.9618125658548755,0.5155993536726339,0.48440064632736607
BG,1993,0.9894557218710546,0.010544278128945378,0.02937123070082027,0.9600844911702344,0.008816203444304165,0.001728074684641215,0.03818743414512443,0.9618125658548755,0.5155993536726339,0.48440064632736607
BG,1994,0.9894557218710546,0.010544278128945378,0.02937123070082027,0.9600844911702344,0.008816203444304165,0.001728074684641215,0.03818743414512443,0.9618125658548755,0.5155993536726339,0.48440064632736607
BG,1995,0.9894557218710546,0.010544278128945378,0.02937123070082027,0.9600844911702344,0.008816203444304165,0.001728074684641215,0.03818743414512443,0.9618125658548755,0.5155993536726339,0.48440064632736607
BG,1996,0.9894557218710546,0.010544278128945378,0.02937123070082027,0.9600844911702344,0.008816203444304165,0.001728074684641215,0.03818743414512443,0.9618125658548755,0.5155993536726339,0.48440064632736607
BG,1997,0.9894557218710546,0.010544278128945378,0.02937123070082027,0.9600844911702344,0.008816203444304165,0.001728074684641215,0.03818743414512443,0.9618125658548755,0.5155993536726339,0.48440064632736607
BG,1998,0.9894557218710546,0.010544278128945378,0.02937123070082027,0.9600844911702344,0.008816203444304165,0.001728074684641215,0.03818743414512443,0.9618125658548755,0.5155993536726339,0.48440064632736607
BG,1999,0.9894557218710546,0.010544278128945378,0.02937123070082027,0.9600844911702344,0.008816203444304165,0.001728074684641215,0.03818743414512443,0.9618125658548755,0.5155993536726339,0.48440064632736607
BG,2000,0.9894557218710546,0.010544278128945378,0.02937123070082027,0.9600844911702344,0.008816203444304165,0.001728074684641215,0.03818743414512443,0.9618125658548755,0.5155993536726339,0.48440064632736607
BG,2001,0.9894557218710546,0.010544278128945378,0.02937123070082027,0.9600844911702344,0.008816203444304165,0.001728074684641215,0.03818743414512443,0.9618125658548755,0.5155993536726339,0.48440064632736607
BG,2002,0.9894557218710546,0.010544278128945378,0.02937123070082027,0.9600844911702344,0.008816203444304165,0.001728074684641215,0.03818743414512443,0.9618125658548755,0.5155993536726339,0.48440064632736607
BG,2003,0.9894557218710546,0.010544278128945378,0.02937123070082027,0.9600844911702344,0.008816203444304165,0.001728074684641215,0.03818743414512443,0.9618125658548755,0.5155993536726339,0.48440064632736607
BG,2004,0.9894557218710546,0.010544278128945378,0.02937123070082027,0.9600844911702344,0.008816203444304165,0.001728074684641215,0.03818743414512443,0.9618125658548755,0.5155993536726339,0.48440064632736607
BG,2005,0.9894557218710546,0.010544278128945378,0.02937123070082027,0.9600844911702344,0.008816203444304165,0.001728074684641215,0.03818743414512443,0.9618125658548755,0.5155993536726339,0.48440064632736607
BG,2006,0.9894557218710546,0.010544278128945378,0.02937123070082027,0.9600844911702344,0.008816203444304165,0.001728074684641215,0.03818743414512443,0.9618125658548755,0.5155993536726339,0.48440064632736607
BG,2007,0.9894557218710546,0.010544278128945378,0.02937123070082027,0.9600844911702344,0.008816203444304165,0.001728074684641215,0.03818743414512443,0.9618125658548755,0.5155993536726339,0.48440064632736607
BG,2008,0.9894557218710546,0.010544278128945378,0.02937123070082027,0.9600844911702344,0.008816203444304165,0.001728074684641215,0.03818743414512443,0.9618125658548755,0.5155993536726339,0.48440064632736607
BG,2009,0.9894557218710546,0.010544278128945378,0.02937123070082027,0.9600844911702344,0.008816203444304165,0.001728074684641215,0.03818743414512443,0.9618125658548755,0.5155993536726339,0.48440064632736607
BG,2010,0.9894557218710546,0.010544278128945378,0.02937123070082027,0.9600844911702344,0.008816203444304165,0.001728074684641215,0.03818743414512443,0.9618125658548755,0.5155993536726339,0.48440064632736607
BG,2011,0.9894557218710546,0.010544278128945378,0.02937123070082027,0.9600844911702344,0.008816203444304165,0.001728074684641215,0.03818743414512443,0.9618125658548755,0.5155993536726339,0.48440064632736607
